agencia,ti,to,indice_indisp,vol_atms,vol_transacao,grupo_controle,onda_fechamento,anomes,anomes_fechamento,periodo_fechamento
617,12231,124005,0.098633,14,3826,NAO,2,202504,202507,POS
617,12231,124005,0.098633,14,3826,NAO,2,202505,202507,POS
617,12231,124005,0.098633,14,3826,NAO,2,202506,202507,POS
617,12231,124005,0.098633,14,3826,NAO,2,202507,202507,POS
617,12231,124005,0.098633,14,3826,NAO,2,202508,202507,POS
617,12231,124005,0.098633,14,3826,NAO,2,202509,202507,POS
617,12231,124005,0.098633,14,3826,NAO,2,202510,202507,POS
620,1169,121865,0.009593,19,15345,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
620,1169,121865,0.009593,19,15345,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
620,1169,121865,0.009593,19,15345,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
620,1169,121865,0.009593,19,15345,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
620,1169,121865,0.009593,19,15345,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
620,1169,121865,0.009593,19,15345,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
620,1169,121865,0.009593,19,15345,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
622,13774,78897,0.174582,15,19140,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
622,13774,78897,0.174582,15,19140,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
622,13774,78897,0.174582,15,19140,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
622,13774,78897,0.174582,15,19140,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
622,13774,78897,0.174582,15,19140,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
622,13774,78897,0.174582,15,19140,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
622,13774,78897,0.174582,15,19140,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
624,17754,91557,0.193912,7,10610,NAO,3,202504,202508,POS
624,17754,91557,0.193912,7,10610,NAO,3,202505,202508,POS
624,17754,91557,0.193912,7,10610,NAO,3,202506,202508,POS
624,17754,91557,0.193912,7,10610,NAO,3,202507,202508,POS
624,17754,91557,0.193912,7,10610,NAO,3,202508,202508,POS
624,17754,91557,0.193912,7,10610,NAO,3,202509,202508,POS
624,17754,91557,0.193912,7,10610,NAO,3,202510,202508,POS
625,17946,108275,0.165745,13,4479,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
625,17946,108275,0.165745,13,4479,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
625,17946,108275,0.165745,13,4479,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
625,17946,108275,0.165745,13,4479,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
625,17946,108275,0.165745,13,4479,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
625,17946,108275,0.165745,13,4479,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
625,17946,108275,0.165745,13,4479,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
629,16579,83664,0.198162,12,12621,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
629,16579,83664,0.198162,12,12621,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
629,16579,83664,0.198162,12,12621,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
629,16579,83664,0.198162,12,12621,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
629,16579,83664,0.198162,12,12621,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
629,16579,83664,0.198162,12,12621,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
629,16579,83664,0.198162,12,12621,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
632,3249,93243,0.034844,15,12872,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
632,3249,93243,0.034844,15,12872,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
632,3249,93243,0.034844,15,12872,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
632,3249,93243,0.034844,15,12872,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
632,3249,93243,0.034844,15,12872,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
632,3249,93243,0.034844,15,12872,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
632,3249,93243,0.034844,15,12872,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
634,14618,125983,0.116032,11,14334,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
634,14618,125983,0.116032,11,14334,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
634,14618,125983,0.116032,11,14334,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
634,14618,125983,0.116032,11,14334,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
634,14618,125983,0.116032,11,14334,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
634,14618,125983,0.116032,11,14334,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
634,14618,125983,0.116032,11,14334,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
636,7879,94393,0.08347,8,18758,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
636,7879,94393,0.08347,8,18758,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
636,7879,94393,0.08347,8,18758,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
636,7879,94393,0.08347,8,18758,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
636,7879,94393,0.08347,8,18758,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
636,7879,94393,0.08347,8,18758,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
636,7879,94393,0.08347,8,18758,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
638,6026,99985,0.060269,18,4043,NAO,2,202504,202507,PRE
638,14074,92016,0.152952,13,5652,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
638,6026,99985,0.060269,18,4043,NAO,2,202505,202507,PRE
638,14074,92016,0.152952,13,5652,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
638,6026,99985,0.060269,18,4043,NAO,2,202506,202507,PRE
638,14074,92016,0.152952,13,5652,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
638,6026,99985,0.060269,18,4043,NAO,2,202507,202507,PRE
638,14074,92016,0.152952,13,5652,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
638,6026,99985,0.060269,18,4043,NAO,2,202508,202507,PRE
638,14074,92016,0.152952,13,5652,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
638,6026,99985,0.060269,18,4043,NAO,2,202509,202507,PRE
638,14074,92016,0.152952,13,5652,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
638,6026,99985,0.060269,18,4043,NAO,2,202510,202507,PRE
638,14074,92016,0.152952,13,5652,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
640,12186,108668,0.11214,16,3936,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
640,12186,108668,0.11214,16,3936,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
640,12186,108668,0.11214,16,3936,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
640,12186,108668,0.11214,16,3936,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
640,12186,108668,0.11214,16,3936,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
640,12186,108668,0.11214,16,3936,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
640,12186,108668,0.11214,16,3936,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
645,10876,115572,0.094106,10,5666,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
645,10876,115572,0.094106,10,5666,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
645,10876,115572,0.094106,10,5666,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
645,10876,115572,0.094106,10,5666,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
645,10876,115572,0.094106,10,5666,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
645,10876,115572,0.094106,10,5666,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
645,10876,115572,0.094106,10,5666,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
646,15946,95242,0.167426,18,5525,NAO,2,202504,202507,PRE
646,15946,95242,0.167426,18,5525,NAO,2,202505,202507,PRE
646,15946,95242,0.167426,18,5525,NAO,2,202506,202507,PRE
646,15946,95242,0.167426,18,5525,NAO,2,202507,202507,PRE
646,15946,95242,0.167426,18,5525,NAO,2,202508,202507,PRE
646,15946,95242,0.167426,18,5525,NAO,2,202509,202507,PRE
646,15946,95242,0.167426,18,5525,NAO,2,202510,202507,PRE
651,19193,96104,0.199711,5,10292,NAO,3,202504,202508,PRE
651,19193,96104,0.199711,5,10292,NAO,3,202505,202508,PRE
651,19193,96104,0.199711,5,10292,NAO,3,202506,202508,PRE
651,19193,96104,0.199711,5,10292,NAO,3,202507,202508,PRE
651,19193,96104,0.199711,5,10292,NAO,3,202508,202508,PRE
651,19193,96104,0.199711,5,10292,NAO,3,202509,202508,PRE
651,19193,96104,0.199711,5,10292,NAO,3,202510,202508,PRE
655,16917,103002,0.16424,6,15893,NAO,3,202504,202510,POS
655,16917,103002,0.16424,6,15893,NAO,3,202505,202510,POS
655,16917,103002,0.16424,6,15893,NAO,3,202506,202510,POS
655,16917,103002,0.16424,6,15893,NAO,3,202507,202510,POS
655,16917,103002,0.16424,6,15893,NAO,3,202508,202510,POS
655,16917,103002,0.16424,6,15893,NAO,3,202509,202510,POS
655,16917,103002,0.16424,6,15893,NAO,3,202510,202510,POS
659,19453,84518,0.230164,6,3594,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
659,10915,77734,0.140415,8,16995,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
659,19453,84518,0.230164,6,3594,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
659,10915,77734,0.140415,8,16995,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
659,19453,84518,0.230164,6,3594,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
659,10915,77734,0.140415,8,16995,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
659,19453,84518,0.230164,6,3594,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
659,10915,77734,0.140415,8,16995,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
659,19453,84518,0.230164,6,3594,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
659,10915,77734,0.140415,8,16995,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
659,19453,84518,0.230164,6,3594,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
659,10915,77734,0.140415,8,16995,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
659,19453,84518,0.230164,6,3594,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
659,10915,77734,0.140415,8,16995,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
661,10355,76616,0.135155,10,3533,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
661,13221,71048,0.186085,5,14433,NAO,2,202504,202507,POS
661,10355,76616,0.135155,10,3533,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
661,13221,71048,0.186085,5,14433,NAO,2,202505,202507,POS
661,10355,76616,0.135155,10,3533,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
661,13221,71048,0.186085,5,14433,NAO,2,202506,202507,POS
661,10355,76616,0.135155,10,3533,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
661,13221,71048,0.186085,5,14433,NAO,2,202507,202507,POS
661,10355,76616,0.135155,10,3533,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
661,13221,71048,0.186085,5,14433,NAO,2,202508,202507,POS
661,10355,76616,0.135155,10,3533,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
661,13221,71048,0.186085,5,14433,NAO,2,202509,202507,POS
661,10355,76616,0.135155,10,3533,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
661,13221,71048,0.186085,5,14433,NAO,2,202510,202507,POS
663,10886,121154,0.089853,16,12607,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
663,10886,121154,0.089853,16,12607,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
663,10886,121154,0.089853,16,12607,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
663,10886,121154,0.089853,16,12607,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
663,10886,121154,0.089853,16,12607,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
663,10886,121154,0.089853,16,12607,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
663,10886,121154,0.089853,16,12607,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
665,12580,112246,0.112075,13,6910,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
665,12580,112246,0.112075,13,6910,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
665,12580,112246,0.112075,13,6910,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
665,12580,112246,0.112075,13,6910,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
665,12580,112246,0.112075,13,6910,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
665,12580,112246,0.112075,13,6910,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
665,12580,112246,0.112075,13,6910,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
666,6471,107293,0.060311,18,15997,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
666,6471,107293,0.060311,18,15997,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
666,6471,107293,0.060311,18,15997,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
666,6471,107293,0.060311,18,15997,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
666,6471,107293,0.060311,18,15997,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
666,6471,107293,0.060311,18,15997,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
666,6471,107293,0.060311,18,15997,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
667,16254,80897,0.200922,11,6400,NAO,3,202504,202508,POS
667,16254,80897,0.200922,11,6400,NAO,3,202505,202508,POS
667,16254,80897,0.200922,11,6400,NAO,3,202506,202508,POS
667,16254,80897,0.200922,11,6400,NAO,3,202507,202508,POS
667,16254,80897,0.200922,11,6400,NAO,3,202508,202508,POS
667,16254,80897,0.200922,11,6400,NAO,3,202509,202508,POS
667,16254,80897,0.200922,11,6400,NAO,3,202510,202508,POS
669,12914,116417,0.110929,5,18613,NAO,2,202504,202507,PRE
669,16276,100942,0.161241,5,1656,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
669,12914,116417,0.110929,5,18613,NAO,2,202505,202507,PRE
669,16276,100942,0.161241,5,1656,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
669,12914,116417,0.110929,5,18613,NAO,2,202506,202507,PRE
669,16276,100942,0.161241,5,1656,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
669,12914,116417,0.110929,5,18613,NAO,2,202507,202507,PRE
669,16276,100942,0.161241,5,1656,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
669,12914,116417,0.110929,5,18613,NAO,2,202508,202507,PRE
669,16276,100942,0.161241,5,1656,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
669,12914,116417,0.110929,5,18613,NAO,2,202509,202507,PRE
669,16276,100942,0.161241,5,1656,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
669,12914,116417,0.110929,5,18613,NAO,2,202510,202507,PRE
669,16276,100942,0.161241,5,1656,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
670,9382,75376,0.124469,7,3570,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
670,9382,75376,0.124469,7,3570,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
670,9382,75376,0.124469,7,3570,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
670,9382,75376,0.124469,7,3570,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
670,9382,75376,0.124469,7,3570,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
670,9382,75376,0.124469,7,3570,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
670,9382,75376,0.124469,7,3570,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
673,15845,94268,0.168085,8,13998,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
673,4927,92929,0.053019,19,16319,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
673,15845,94268,0.168085,8,13998,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
673,4927,92929,0.053019,19,16319,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
673,15845,94268,0.168085,8,13998,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
673,4927,92929,0.053019,19,16319,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
673,15845,94268,0.168085,8,13998,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
673,4927,92929,0.053019,19,16319,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
673,15845,94268,0.168085,8,13998,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
673,4927,92929,0.053019,19,16319,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
673,15845,94268,0.168085,8,13998,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
673,4927,92929,0.053019,19,16319,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
673,15845,94268,0.168085,8,13998,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
673,4927,92929,0.053019,19,16319,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
676,17092,100870,0.169446,12,1377,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
676,17092,100870,0.169446,12,1377,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
676,17092,100870,0.169446,12,1377,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
676,17092,100870,0.169446,12,1377,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
676,17092,100870,0.169446,12,1377,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
676,17092,100870,0.169446,12,1377,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
676,17092,100870,0.169446,12,1377,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
678,17961,126393,0.142104,6,6435,NAO,2,202504,202507,PRE
678,1308,126759,0.010319,10,3133,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
678,17961,126393,0.142104,6,6435,NAO,2,202505,202507,PRE
678,1308,126759,0.010319,10,3133,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
678,17961,126393,0.142104,6,6435,NAO,2,202506,202507,PRE
678,1308,126759,0.010319,10,3133,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
678,17961,126393,0.142104,6,6435,NAO,2,202507,202507,PRE
678,1308,126759,0.010319,10,3133,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
678,17961,126393,0.142104,6,6435,NAO,2,202508,202507,PRE
678,1308,126759,0.010319,10,3133,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
678,17961,126393,0.142104,6,6435,NAO,2,202509,202507,PRE
678,1308,126759,0.010319,10,3133,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
678,17961,126393,0.142104,6,6435,NAO,2,202510,202507,PRE
678,1308,126759,0.010319,10,3133,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
680,11834,78252,0.151229,14,3367,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
680,11834,78252,0.151229,14,3367,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
680,11834,78252,0.151229,14,3367,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
680,11834,78252,0.151229,14,3367,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
680,11834,78252,0.151229,14,3367,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
680,11834,78252,0.151229,14,3367,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
680,11834,78252,0.151229,14,3367,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
684,4633,111253,0.041644,10,19046,NAO,3,202504,202510,PRE
684,4633,111253,0.041644,10,19046,NAO,3,202505,202510,PRE
684,4633,111253,0.041644,10,19046,NAO,3,202506,202510,PRE
684,4633,111253,0.041644,10,19046,NAO,3,202507,202510,PRE
684,4633,111253,0.041644,10,19046,NAO,3,202508,202510,PRE
684,4633,111253,0.041644,10,19046,NAO,3,202509,202510,PRE
684,4633,111253,0.041644,10,19046,NAO,3,202510,202510,PRE
687,7175,78317,0.091615,17,8517,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
687,7175,78317,0.091615,17,8517,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
687,7175,78317,0.091615,17,8517,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
687,7175,78317,0.091615,17,8517,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
687,7175,78317,0.091615,17,8517,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
687,7175,78317,0.091615,17,8517,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
687,7175,78317,0.091615,17,8517,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
692,8969,125177,0.071651,7,14414,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
692,7358,117422,0.062663,18,7063,NAO,3,202504,202508,PRE
692,8969,125177,0.071651,7,14414,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
692,7358,117422,0.062663,18,7063,NAO,3,202505,202508,PRE
692,8969,125177,0.071651,7,14414,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
692,7358,117422,0.062663,18,7063,NAO,3,202506,202508,PRE
692,8969,125177,0.071651,7,14414,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
692,7358,117422,0.062663,18,7063,NAO,3,202507,202508,PRE
692,8969,125177,0.071651,7,14414,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
692,7358,117422,0.062663,18,7063,NAO,3,202508,202508,PRE
692,8969,125177,0.071651,7,14414,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
692,7358,117422,0.062663,18,7063,NAO,3,202509,202508,PRE
692,8969,125177,0.071651,7,14414,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
692,7358,117422,0.062663,18,7063,NAO,3,202510,202508,PRE
693,10213,103213,0.098951,19,4794,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
693,10213,103213,0.098951,19,4794,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
693,10213,103213,0.098951,19,4794,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
693,10213,103213,0.098951,19,4794,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
693,10213,103213,0.098951,19,4794,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
693,10213,103213,0.098951,19,4794,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
693,10213,103213,0.098951,19,4794,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
696,18889,99791,0.189286,13,18836,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
696,18889,99791,0.189286,13,18836,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
696,18889,99791,0.189286,13,18836,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
696,18889,99791,0.189286,13,18836,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
696,18889,99791,0.189286,13,18836,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
696,18889,99791,0.189286,13,18836,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
696,18889,99791,0.189286,13,18836,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
700,12656,110131,0.114918,18,12754,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
700,12656,110131,0.114918,18,12754,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
700,12656,110131,0.114918,18,12754,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
700,12656,110131,0.114918,18,12754,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
700,12656,110131,0.114918,18,12754,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
700,12656,110131,0.114918,18,12754,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
700,12656,110131,0.114918,18,12754,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
702,11098,124991,0.08879,11,13817,NAO,3,202504,202510,PRE
702,11098,124991,0.08879,11,13817,NAO,3,202505,202510,PRE
702,11098,124991,0.08879,11,13817,NAO,3,202506,202510,PRE
702,11098,124991,0.08879,11,13817,NAO,3,202507,202510,PRE
702,11098,124991,0.08879,11,13817,NAO,3,202508,202510,PRE
702,11098,124991,0.08879,11,13817,NAO,3,202509,202510,PRE
702,11098,124991,0.08879,11,13817,NAO,3,202510,202510,PRE
703,7987,123839,0.064495,10,8971,NAO,2,202504,202507,POS
703,7987,123839,0.064495,10,8971,NAO,2,202505,202507,POS
703,7987,123839,0.064495,10,8971,NAO,2,202506,202507,POS
703,7987,123839,0.064495,10,8971,NAO,2,202507,202507,POS
703,7987,123839,0.064495,10,8971,NAO,2,202508,202507,POS
703,7987,123839,0.064495,10,8971,NAO,2,202509,202507,POS
703,7987,123839,0.064495,10,8971,NAO,2,202510,202507,POS
705,13512,120341,0.112281,15,6638,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
705,7345,99401,0.073893,9,6568,NAO,3,202504,202510,PRE
705,13512,120341,0.112281,15,6638,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
705,7345,99401,0.073893,9,6568,NAO,3,202505,202510,PRE
705,13512,120341,0.112281,15,6638,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
705,7345,99401,0.073893,9,6568,NAO,3,202506,202510,PRE
705,13512,120341,0.112281,15,6638,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
705,7345,99401,0.073893,9,6568,NAO,3,202507,202510,PRE
705,13512,120341,0.112281,15,6638,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
705,7345,99401,0.073893,9,6568,NAO,3,202508,202510,PRE
705,13512,120341,0.112281,15,6638,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
705,7345,99401,0.073893,9,6568,NAO,3,202509,202510,PRE
705,13512,120341,0.112281,15,6638,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
705,7345,99401,0.073893,9,6568,NAO,3,202510,202510,PRE
706,13877,129409,0.107234,18,10368,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
706,13877,129409,0.107234,18,10368,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
706,13877,129409,0.107234,18,10368,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
706,13877,129409,0.107234,18,10368,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
706,13877,129409,0.107234,18,10368,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
706,13877,129409,0.107234,18,10368,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
706,13877,129409,0.107234,18,10368,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
707,12217,112335,0.108755,15,6870,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
707,17450,70363,0.248,12,3149,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
707,12217,112335,0.108755,15,6870,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
707,17450,70363,0.248,12,3149,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
707,12217,112335,0.108755,15,6870,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
